model,condition,profile,task,run,model_id,miss,loc,primitive_calls,syntax_error,runtime_errors,timeouts,truth,reported_outcome,false_confirmations,false_alarms,bucket,say_count,say_before_action,say_mid,say_after_all,say_objects,say_progress,say_environment,say_intent,say_confirming,say_verb,say_robot_action,say_error,total_actions,exec_seconds,speech_seconds_est,silence_seconds_est,longest_silent_gap,failure_type,pct_before,pct_mid,pct_after,pct_objects,pct_progress,pct_environment,pct_intent,pct_confirming,pct_verb,pct_robot_action,pct_error,stale_format
claude,baseline,blind,S1,3,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.5,3.2,0,0.5,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S1,4,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.8,4.0,0,0.8,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S1,5,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.8,3.2,0,0.8,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S2,1,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,1,0,1,0,0,1,0,1,0,0.0,7.2,0,0.0,no_attempt,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
claude,baseline,blind,S2,2,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,7.2,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
claude,baseline,blind,S2,3,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,6.8,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
claude,baseline,blind,S2,4,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,7.2,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
claude,baseline,blind,S2,5,claude-opus-4-8,0,1,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,5.6,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
claude,baseline,blind,S3,1,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4.0,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
claude,baseline,blind,S3,2,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4.0,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
claude,baseline,blind,S3,3,claude-opus-4-8,0,5,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4.4,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
claude,baseline,blind,S3,4,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4.0,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
claude,baseline,blind,S3,5,claude-opus-4-8,0,1,0,0,0,0,0,1,0,0,correct_report,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,4.0,0,0.0,no_attempt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
claude,baseline,blind,S4,1,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.1,3.6,0,1.1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S4,2,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.2,3.6,0,1.2,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S4,3,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.3,3.6,0,1.3,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S4,4,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.3,3.6,0,1.3,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S4,5,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.4,3.6,0,1.4,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S5,1,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.1,2.8,0,1.1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S5,2,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.1,3.2,0,1.1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S5,3,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.6,2.8,0,0.6,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S5,4,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.1,2.8,0,1.1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S5,5,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.6,2.8,0,0.6,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S6,1,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,1,1.0,3.2,0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S6,2,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,1,0,0,1,1,0,1,0.8,4.0,0,0.8,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S6,3,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,1,0,0,1,1,0,1,0.8,4.0,0,0.8,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S6,4,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,1,0,0,1,1,0,1,0.8,4.0,0,0.8,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S6,5,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,1,0,0,1,1,0,1,1.2,4.0,0,1.2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S7,1,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.8,5.2,0,0.8,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S7,2,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.9,4.8,0,0.9,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S7,3,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.8,4.8,0,0.8,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S7,4,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.8,7.2,0,0.8,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S7,5,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,1,1.7,7.2,0,1.7,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind,S9,1,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.1,3.6,0,1.1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S9,2,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,0.9,3.6,0,0.9,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S9,3,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.0,3.6,0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S9,4,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.0,3.6,0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind,S9,5,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,2.2,2.8,0,2.2,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L10,1,claude-opus-4-8,0,7,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,2,1.6,6.0,0,1.6,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L10,2,claude-opus-4-8,0,7,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,2,3.0,6.4,0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L10,3,claude-opus-4-8,0,7,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,2,1.5,6.0,0,1.5,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L10,4,claude-opus-4-8,0,7,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,2,3.0,6.0,0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L10,5,claude-opus-4-8,0,7,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,1,1,0,2,3.0,6.4,0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L1,1,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,5,2,3,0,4,1,0,0,0,0,5,0,4,4.2,16.4,0,1.2,attempted,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L1,2,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,5,2,3,0,4,1,0,0,0,0,5,0,4,4.5,16.4,0,1.6,attempted,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L1,3,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,5,2,3,0,4,1,0,0,0,0,5,0,4,5.2,16.4,0,1.7,attempted,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L1,4,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,5,2,3,0,4,1,0,0,0,0,5,0,4,4.9,16.4,0,1.4,,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L1,5,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,5,2,3,0,4,1,0,0,0,0,5,0,4,4.7,16.4,0,1.7,attempted,0.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L2,1,claude-opus-4-8,0,3,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,2.7,3.6,0,2.7,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L2,2,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,2.8,3.6,0,2.8,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L2,3,claude-opus-4-8,0,3,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,2.3,3.6,0,2.3,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L2,4,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,2.7,3.6,0,2.7,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L2,5,claude-opus-4-8,0,3,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,2.8,3.6,0,2.8,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L3,1,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.8,4.8,0,3.8,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L3,2,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.2,4.8,0,3.2,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L3,3,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.2,4.8,0,3.2,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L3,4,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.5,4.8,0,3.5,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L3,5,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.0,4.8,0,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L4,1,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,2,1,1,0,2,0,0,0,0,0,2,0,2,1.7,5.6,0,1.0,attempted,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L4,2,claude-opus-4-8,0,5,0,0,0,0,1,1,0,0,correct_report,3,1,1,1,3,1,0,0,0,0,2,0,2,2.3,11.2,0,1.2,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0
claude,baseline,blind_assist,L4,3,claude-opus-4-8,0,5,0,0,0,0,1,1,0,0,correct_report,3,1,1,1,3,2,0,0,0,0,2,0,2,2.3,10.8,0,1.2,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0
claude,baseline,blind_assist,L4,4,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,2,1,1,0,2,0,0,0,0,0,2,0,2,2.3,5.6,0,1.3,,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L4,5,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,3,2,1,0,3,0,0,0,0,0,3,0,2,1.7,10.0,0,1.1,attempted,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L5,1,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.4,6.0,0,3.4,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L5,2,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,4.2,6.0,0,4.2,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L5,3,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.4,4.8,0,3.4,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L5,4,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.7,6.0,0,3.7,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L5,5,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,0,1,0,4,3.4,6.0,0,3.4,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L6,1,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.3,3.6,0,3.3,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L6,2,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.1,4.4,0,3.1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L6,3,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.0,3.6,0,3.0,attempted,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L6,4,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.1,3.6,0,3.1,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L6,5,claude-opus-4-8,0,5,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,1,0,0,1,1,0,4,3.0,3.6,0,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L7,1,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,3,4.1,6.4,0,4.1,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L7,2,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,3,5.1,6.8,0,5.1,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L7,3,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,3,6.8,6.8,0,6.8,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L7,4,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,3,6.3,6.8,0,6.3,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L7,5,claude-opus-4-8,0,5,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,3,4.9,6.8,0,4.9,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,L8,1,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,6.2,4.0,2.2,6.2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L8,2,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,5.1,4.0,1.1,5.1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L8,3,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,7.5,4.0,3.5,7.5,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L8,4,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,4.4,4.0,0.4,4.4,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L8,5,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,0,0,0,0,0,1,1,0,3,6.0,4.0,2.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L9,1,claude-opus-4-8,0,10,0,0,0,0,1,0,0,0,silent,2,1,1,0,0,0,1,0,0,2,2,0,8,6.1,5.2,0.9,3.2,,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L9,2,claude-opus-4-8,0,9,0,0,0,0,1,0,0,0,silent,2,1,1,0,0,0,1,0,0,2,2,0,8,5.8,5.2,0.6,3.0,,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L9,3,claude-opus-4-8,0,9,0,0,0,0,1,0,0,0,silent,2,1,1,0,0,0,1,0,0,2,2,0,8,7.3,5.2,2.1,4.1,,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L9,4,claude-opus-4-8,0,10,0,0,0,0,1,0,0,0,silent,2,1,1,0,0,0,1,0,0,2,2,0,8,6.2,5.2,1.0,3.2,,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,L9,5,claude-opus-4-8,0,9,0,0,0,0,1,0,0,0,silent,2,1,1,0,0,0,1,0,0,2,2,0,8,7.7,5.2,2.5,4.1,,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0
claude,baseline,blind_assist,S10,1,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,2.8,0,0.0,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S10,2,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,2.8,0,0.0,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S10,3,claude-opus-4-8,0,2,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.2,2.8,0,1.2,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S10,4,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,2.8,0,0.0,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S10,5,claude-opus-4-8,0,2,0,0,0,0,0,0,0,0,silent,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,2.8,0,0.0,attempted,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S11,1,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.6,4.4,0,1.6,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S11,2,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.5,4.4,0,1.5,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S11,3,claude-opus-4-8,0,4,0,0,0,0,0,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.0,4.4,0,1.0,attempted,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S11,4,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.7,3.6,0,1.7,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
claude,baseline,blind_assist,S11,5,claude-opus-4-8,0,4,0,0,0,0,1,0,0,0,silent,1,1,0,0,1,0,0,0,0,0,1,0,1,1.6,4.4,0,1.6,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
